skin_disorder_name,images
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/248__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/249__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDBd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/258__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/259__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/272__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/276__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/282__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDBd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/375__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/454__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/465__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDBd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/562__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/290__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/303__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/304__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/305__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/316__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/319__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/344__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/374__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/379__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/387__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/388__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/399__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/243__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/401__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/413__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/416__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/429__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/435__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/437__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/440__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/471__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/472__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/474__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/539__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/269__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDBd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/275__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/479__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/490__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/actinic-keratosis-dermoscopy9__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/511__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/512__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/515__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/533__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/535__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/540__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/541__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/268__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/271__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/513__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-face/519__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/240__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/242__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/245__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/493__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/516__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/517__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/521__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/523__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/528__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/529__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/531__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/546__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/411__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/451__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE4XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/475__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/482__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/494__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/496__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/518__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/522__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/524__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/544__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/567__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/568__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/293__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/297__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/313__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/336__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/347__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/382__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/393__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/394__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/406__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/412__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/443__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE4XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/467__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/246__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/247__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/288__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-hands/289__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/478__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/497__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/499__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/502__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/504__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/505__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/506__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/507__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/564__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/565__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/566__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/569__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/307__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/311__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/424__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/448__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE4XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/477__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/469__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/476__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/500__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/509__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-legs/560__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/302__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/554__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/473__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/542__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/295__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/548__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/552__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/558__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/296__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/279__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/470__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/452__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/463__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/464__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/457__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/418__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/420__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/403__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/350__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/397__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/lesions/ak-scalp/261__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/actinic-keratosis-dermoscopy8__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/ak-rosettes3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE0XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/doctors/dermoscopy-course/images/actinic-keratosis-dermoscopy__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd..jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/actinic-keratosis3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/actinic-keratosis-2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE5XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/actinic-keratosis-4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE5XQ.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/actinic-keratosis-dermoscopy-2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/actinic-keratosis-dermoscopy-nonfacial__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/pigmented-actinic-keratosis__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg
actinic keratosis,https://dermnetnz.org/assets/Uploads/pigmented-actinic-keratosis5__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDZd.jpg
